image,object_type,object_name,eccentricity,bbox_x,bbox_y,bbox_width,bbox_height,padded_size
Raw_Observation_007_Set1.tiff,star,star_Raw_Observation_007_Set1_3520_969.png,0.27502469303062893,3520,969,10,10,128
Raw_Observation_007_Set1.tiff,star,star_Raw_Observation_007_Set1_2893_972.png,0.3033589316018845,2893,972,11,12,128
Raw_Observation_007_Set1.tiff,star,star_Raw_Observation_007_Set1_3462_1085.png,0.32480428760533225,3462,1085,10,9,128
Raw_Observation_007_Set1.tiff,star,star_Raw_Observation_007_Set1_3452_1148.png,0.30165405051690014,3452,1148,12,12,128
Raw_Observation_007_Set1.tiff,star,star_Raw_Observation_007_Set1_2357_1195.png,0.43689631390255085,2357,1195,9,10,128
Raw_Observation_007_Set1.tiff,streak,streak_Raw_Observation_007_Set1_2093_1290.png,0.9846906163408953,2093,1290,103,27,128
Raw_Observation_007_Set1.tiff,star,star_Raw_Observation_007_Set1_194_1381.png,0.17280937639934094,194,1381,15,15,128
Raw_Observation_007_Set1.tiff,star,star_Raw_Observation_007_Set1_3296_1431.png,0.3579319194037206,3296,1431,11,11,128
Raw_Observation_007_Set1.tiff,star,star_Raw_Observation_007_Set1_1246_1434.png,0.3675851302550374,1246,1434,11,12,128
Raw_Observation_007_Set1.tiff,star,star_Raw_Observation_007_Set1_2474_1653.png,0.34210330279858076,2474,1653,11,12,128
Raw_Observation_007_Set1.tiff,star,star_Raw_Observation_007_Set1_3230_2461.png,0.1827143132653323,3230,2461,12,12,128
Raw_Observation_007_Set1.tiff,star,star_Raw_Observation_007_Set1_681_2493.png,0.3797443535140432,681,2493,11,12,128
Raw_Observation_007_Set1.tiff,star,star_Raw_Observation_007_Set1_1571_2642.png,0.3046067817484626,1571,2642,14,14,128
Raw_Observation_007_Set1.tiff,star,star_Raw_Observation_007_Set1_189_2739.png,0.19790200217697793,189,2739,14,14,128
Raw_Observation_007_Set1.tiff,star,star_Raw_Observation_007_Set1_2522_2773.png,0.22632580008600686,2522,2773,20,21,128
Raw_Observation_007_Set1.tiff,star,star_Raw_Observation_007_Set1_1374_2901.png,0.3255859165493262,1374,2901,13,13,128
Raw_Observation_007_Set1.tiff,star,star_Raw_Observation_007_Set1_1810_3278.png,0.13785876818675064,1810,3278,12,11,128
Raw_Observation_007_Set1.tiff,star,star_Raw_Observation_007_Set1_1588_3364.png,0.2763746354998148,1588,3364,15,15,128
Raw_Observation_007_Set1.tiff,star,star_Raw_Observation_007_Set1_3779_3400.png,0.24832779906720218,3779,3400,19,20,128
Raw_Observation_007_Set1.tiff,star,star_Raw_Observation_007_Set1_925_3505.png,0.2963484841266537,925,3505,17,16,128
Raw_Observation_007_Set1.tiff,star,star_Raw_Observation_007_Set1_3164_3742.png,0.2290391170058054,3164,3742,16,16,128
Raw_Observation_007_Set1.tiff,star,star_Raw_Observation_007_Set1_2416_3778.png,0.20211748479724642,2416,3778,15,14,128
Raw_Observation_007_Set1.tiff,star,star_Raw_Observation_007_Set1_1910_4151.png,0.17597348459983864,1910,4151,14,14,128
Raw_Observation_008_Set1.tiff,star,star_Raw_Observation_008_Set1_1814_187.png,0.21998935541071138,1814,187,14,14,128
Raw_Observation_008_Set1.tiff,star,star_Raw_Observation_008_Set1_2492_504.png,0.2366380506113123,2492,504,11,12,128
Raw_Observation_008_Set1.tiff,star,star_Raw_Observation_008_Set1_1933_531.png,0.22564520278216543,1933,531,13,12,128
Raw_Observation_008_Set1.tiff,streak,streak_Raw_Observation_008_Set1_1874_689.png,0.9607970677464642,1874,689,18,5,128
Raw_Observation_008_Set1.tiff,star,star_Raw_Observation_008_Set1_1067_763.png,0.1196806959142408,1067,763,18,18,128
Raw_Observation_008_Set1.tiff,star,star_Raw_Observation_008_Set1_3701_889.png,0.22499242686879428,3701,889,13,13,128
Raw_Observation_008_Set1.tiff,star,star_Raw_Observation_008_Set1_1982_947.png,0.2447636285233434,1982,947,11,10,128
Raw_Observation_008_Set1.tiff,star,star_Raw_Observation_008_Set1_3583_959.png,0.39204684575924675,3583,959,11,12,128
Raw_Observation_008_Set1.tiff,star,star_Raw_Observation_008_Set1_3520_968.png,0.30671205539030927,3520,968,10,11,128
Raw_Observation_008_Set1.tiff,star,star_Raw_Observation_008_Set1_2893_972.png,0.3504481244083097,2893,972,12,12,128
Raw_Observation_008_Set1.tiff,star,star_Raw_Observation_008_Set1_3462_1084.png,0.20390653567185907,3462,1084,11,10,128
Raw_Observation_008_Set1.tiff,star,star_Raw_Observation_008_Set1_3453_1148.png,0.20946275056592684,3453,1148,12,12,128
Raw_Observation_008_Set1.tiff,star,star_Raw_Observation_008_Set1_2357_1194.png,0.33803009513147947,2357,1194,10,11,128
Raw_Observation_008_Set1.tiff,streak,streak_Raw_Observation_008_Set1_2276_1268.png,0.9852210932022878,2276,1268,105,27,128
Raw_Observation_008_Set1.tiff,star,star_Raw_Observation_008_Set1_195_1381.png,0.1532011934986407,195,1381,14,14,128
Raw_Observation_008_Set1.tiff,star,star_Raw_Observation_008_Set1_3296_1430.png,0.23315612474109115,3296,1430,11,11,128
Raw_Observation_008_Set1.tiff,star,star_Raw_Observation_008_Set1_1246_1434.png,0.31389500392600495,1246,1434,12,11,128
Raw_Observation_008_Set1.tiff,star,star_Raw_Observation_008_Set1_2474_1653.png,0.19793022216762682,2474,1653,11,11,128
Raw_Observation_008_Set1.tiff,star,star_Raw_Observation_008_Set1_2181_1958.png,0.2675862412900976,2181,1958,10,10,128
Raw_Observation_008_Set1.tiff,star,star_Raw_Observation_008_Set1_3230_2460.png,0.19212194510805433,3230,2460,13,13,128
Raw_Observation_008_Set1.tiff,star,star_Raw_Observation_008_Set1_682_2493.png,0.0,682,2493,11,11,128
Raw_Observation_008_Set1.tiff,star,star_Raw_Observation_008_Set1_1571_2641.png,0.17382398514313452,1571,2641,15,14,128
Raw_Observation_008_Set1.tiff,star,star_Raw_Observation_008_Set1_189_2738.png,0.19317502106418769,189,2738,15,14,128
Raw_Observation_008_Set1.tiff,star,star_Raw_Observation_008_Set1_2522_2773.png,0.19291330973665624,2522,2773,20,20,128
Raw_Observation_008_Set1.tiff,star,star_Raw_Observation_008_Set1_1374_2900.png,0.2023715406732924,1374,2900,13,13,128
Raw_Observation_008_Set1.tiff,star,star_Raw_Observation_008_Set1_1811_3277.png,0.27503266206804594,1811,3277,11,11,128
Raw_Observation_008_Set1.tiff,star,star_Raw_Observation_008_Set1_1588_3364.png,0.13303522795017267,1588,3364,15,15,128
Raw_Observation_008_Set1.tiff,star,star_Raw_Observation_008_Set1_3779_3400.png,0.21163534777285004,3779,3400,19,19,128
Raw_Observation_008_Set1.tiff,star,star_Raw_Observation_008_Set1_925_3504.png,0.2888072600843136,925,3504,17,16,128
Raw_Observation_008_Set1.tiff,star,star_Raw_Observation_008_Set1_3164_3742.png,0.2290391170058054,3164,3742,16,16,128
Raw_Observation_008_Set1.tiff,star,star_Raw_Observation_008_Set1_2416_3777.png,0.28312449684943336,2416,3777,15,15,128
Raw_Observation_008_Set1.tiff,star,star_Raw_Observation_008_Set1_1910_4150.png,0.2665385925939493,1910,4150,14,14,128
Raw_Observation_009_Set1.tiff,star,star_Raw_Observation_009_Set1_1816_188.png,0.2697401807784155,1816,188,13,14,128
Raw_Observation_009_Set1.tiff,star,star_Raw_Observation_009_Set1_2492_505.png,0.1949845374940052,2492,505,12,11,128
Raw_Observation_009_Set1.tiff,star,star_Raw_Observation_009_Set1_1934_532.png,0.260851107490772,1934,532,13,12,128
Raw_Observation_009_Set1.tiff,streak,streak_Raw_Observation_009_Set1_1915_689.png,0.9597841772551376,1915,689,19,6,128
Raw_Observation_009_Set1.tiff,star,star_Raw_Observation_009_Set1_1068_763.png,0.15363288465739497,1068,763,19,19,128
Raw_Observation_009_Set1.tiff,star,star_Raw_Observation_009_Set1_3702_890.png,0.18713582449002455,3702,890,13,13,128
Raw_Observation_009_Set1.tiff,star,star_Raw_Observation_009_Set1_1983_947.png,0.24545067593166736,1983,947,11,11,128
Raw_Observation_009_Set1.tiff,star,star_Raw_Observation_009_Set1_3584_960.png,0.4098424954558133,3584,960,11,12,128
Raw_Observation_009_Set1.tiff,star,star_Raw_Observation_009_Set1_3521_969.png,0.3003328708151018,3521,969,11,11,128
Raw_Observation_009_Set1.tiff,star,star_Raw_Observation_009_Set1_2894_973.png,0.3125861442805359,2894,973,12,11,128
Raw_Observation_009_Set1.tiff,star,star_Raw_Observation_009_Set1_3463_1085.png,0.315446274876359,3463,1085,11,10,128
Raw_Observation_009_Set1.tiff,star,star_Raw_Observation_009_Set1_3453_1149.png,0.3100385776856347,3453,1149,13,12,128
Raw_Observation_009_Set1.tiff,star,star_Raw_Observation_009_Set1_2357_1195.png,0.1841769534282145,2357,1195,11,11,128
Raw_Observation_009_Set1.tiff,streak,streak_Raw_Observation_009_Set1_2462_1246.png,0.9851235179502126,2462,1246,106,28,128
Raw_Observation_009_Set1.tiff,star,star_Raw_Observation_009_Set1_196_1381.png,0.15320119349863998,196,1381,14,14,128
Raw_Observation_009_Set1.tiff,star,star_Raw_Observation_009_Set1_3297_1431.png,0.14513860276945836,3297,1431,11,12,128
Raw_Observation_009_Set1.tiff,star,star_Raw_Observation_009_Set1_1247_1434.png,0.2978781408301072,1247,1434,11,12,128
Raw_Observation_009_Set1.tiff,star,star_Raw_Observation_009_Set1_2475_1654.png,0.19793022216762768,2475,1654,11,11,128
Raw_Observation_009_Set1.tiff,star,star_Raw_Observation_009_Set1_2182_1959.png,0.35554651003816956,2182,1959,9,10,128
Raw_Observation_009_Set1.tiff,star,star_Raw_Observation_009_Set1_3230_2461.png,0.18388131836619087,3230,2461,13,13,128
Raw_Observation_009_Set1.tiff,star,star_Raw_Observation_009_Set1_683_2493.png,0.2952628829137192,683,2493,10,11,128
Raw_Observation_009_Set1.tiff,star,star_Raw_Observation_009_Set1_1572_2642.png,0.1683303398883649,1572,2642,14,14,128
Raw_Observation_009_Set1.tiff,star,star_Raw_Observation_009_Set1_190_2738.png,0.15758173877725007,190,2738,14,14,128
Raw_Observation_009_Set1.tiff,star,star_Raw_Observation_009_Set1_2522_2774.png,0.1379766933020079,2522,2774,20,20,128
Raw_Observation_009_Set1.tiff,star,star_Raw_Observation_009_Set1_1375_2901.png,0.34744436735968637,1375,2901,13,12,128
Raw_Observation_009_Set1.tiff,star,star_Raw_Observation_009_Set1_1811_3278.png,0.20049195618260662,1811,3278,11,11,128
Raw_Observation_009_Set1.tiff,star,star_Raw_Observation_009_Set1_1588_3364.png,0.20404513532263258,1588,3364,15,15,128
Raw_Observation_009_Set1.tiff,star,star_Raw_Observation_009_Set1_3779_3402.png,0.2667449168027125,3779,3402,19,18,128
Raw_Observation_009_Set1.tiff,star,star_Raw_Observation_009_Set1_925_3504.png,0.025090269284232736,925,3504,17,17,128
Raw_Observation_009_Set1.tiff,star,star_Raw_Observation_009_Set1_3164_3743.png,0.18711875262539232,3164,3743,17,16,128
Raw_Observation_009_Set1.tiff,star,star_Raw_Observation_009_Set1_2416_3778.png,0.18078157871301895,2416,3778,15,15,128
Raw_Observation_009_Set1.tiff,star,star_Raw_Observation_009_Set1_1909_4150.png,0.12603800855764363,1909,4150,16,16,128
Raw_Observation_010_Set1.tiff,star,star_Raw_Observation_010_Set1_1851_193.png,0.29706926420311525,1851,193,13,12,128
Raw_Observation_010_Set1.tiff,star,star_Raw_Observation_010_Set1_2540_515.png,0.2525420746495995,2540,515,11,11,128
Raw_Observation_010_Set1.tiff,star,star_Raw_Observation_010_Set1_1971_542.png,0.2641564511662226,1971,542,13,12,128
Raw_Observation_010_Set1.tiff,streak,streak_Raw_Observation_010_Set1_1991_701.png,0.9328468274930871,1991,701,23,8,128
Raw_Observation_010_Set1.tiff,star,star_Raw_Observation_010_Set1_1088_777.png,0.12597816718502303,1088,777,20,19,128
Raw_Observation_010_Set1.tiff,star,star_Raw_Observation_010_Set1_3772_907.png,0.1567490900470803,3772,907,13,13,128
Raw_Observation_010_Set1.tiff,star,star_Raw_Observation_010_Set1_2021_965.png,0.20395430199977366,2021,965,11,11,128
Raw_Observation_010_Set1.tiff,star,star_Raw_Observation_010_Set1_3651_979.png,0.22266013908631627,3651,979,12,11,128
Raw_Observation_010_Set1.tiff,star,star_Raw_Observation_010_Set1_3587_988.png,0.29830694652394313,3587,988,11,10,128
Raw_Observation_010_Set1.tiff,star,star_Raw_Observation_010_Set1_2949_991.png,0.33382833158581243,2949,991,12,12,128
Raw_Observation_010_Set1.tiff,star,star_Raw_Observation_010_Set1_3519_1171.png,0.2687459592331301,3519,1171,12,12,128
Raw_Observation_010_Set1.tiff,star,star_Raw_Observation_010_Set1_2402_1218.png,0.323133832507138,2402,1218,11,10,128
Raw_Observation_010_Set1.tiff,streak,streak_Raw_Observation_010_Set1_2698_1247.png,0.9852931812515385,2698,1247,110,29,128
Raw_Observation_010_Set1.tiff,star,star_Raw_Observation_010_Set1_200_1406.png,0.22734674264870833,200,1406,15,15,128
Raw_Observation_010_Set1.tiff,star,star_Raw_Observation_010_Set1_3359_1458.png,0.2525420746495995,3359,1458,11,11,128
Raw_Observation_010_Set1.tiff,star,star_Raw_Observation_010_Set1_1271_1461.png,0.2528820038207288,1271,1461,12,12,128
Raw_Observation_010_Set1.tiff,star,star_Raw_Observation_010_Set1_2521_1684.png,0.33382833158581243,2521,1684,12,12,128
Raw_Observation_010_Set1.tiff,star,star_Raw_Observation_010_Set1_2223_1996.png,0.20680590161279844,2223,1996,10,10,128
Raw_Observation_010_Set1.tiff,star,star_Raw_Observation_010_Set1_3291_2507.png,0.23954245240327043,3291,2507,13,13,128
Raw_Observation_010_Set1.tiff,star,star_Raw_Observation_010_Set1_696_2540.png,0.30545946795903406,696,2540,11,10,128
Raw_Observation_010_Set1.tiff,star,star_Raw_Observation_010_Set1_1602_2691.png,0.0350413732450622,1602,2691,14,14,128
Raw_Observation_010_Set1.tiff,star,star_Raw_Observation_010_Set1_195_2790.png,0.2701837366522094,195,2790,13,13,128
Raw_Observation_010_Set1.tiff,star,star_Raw_Observation_010_Set1_2570_2825.png,0.13623454226401263,2570,2825,21,21,128
Raw_Observation_010_Set1.tiff,star,star_Raw_Observation_010_Set1_1401_2955.png,0.3534688209846835,1401,2955,13,13,128
Raw_Observation_010_Set1.tiff,star,star_Raw_Observation_010_Set1_4152_3259.png,0.3825648127175082,4152,3259,9,10,128
Raw_Observation_010_Set1.tiff,star,star_Raw_Observation_010_Set1_1845_3339.png,0.2010425030372114,1845,3339,12,11,128
Raw_Observation_010_Set1.tiff,star,star_Raw_Observation_010_Set1_1618_3427.png,0.19147929954232568,1618,3427,16,15,128
Raw_Observation_010_Set1.tiff,star,star_Raw_Observation_010_Set1_3850_3465.png,0.19595237441730406,3850,3465,19,19,128
Raw_Observation_010_Set1.tiff,star,star_Raw_Observation_010_Set1_1936_3558.png,0.32255449427637034,1936,3558,10,10,128
Raw_Observation_010_Set1.tiff,star,star_Raw_Observation_010_Set1_943_3569.png,0.09285176464244409,943,3569,17,17,128
Raw_Observation_010_Set1.tiff,star,star_Raw_Observation_010_Set1_3224_3812.png,0.22167072967894116,3224,3812,16,17,128
Raw_Observation_010_Set1.tiff,star,star_Raw_Observation_010_Set1_2462_3848.png,0.2233127696324106,2462,3848,15,15,128
Raw_Observation_010_Set1.tiff,star,star_Raw_Observation_010_Set1_1947_4229.png,0.16973103706657602,1947,4229,13,13,128
Raw_Observation_011_Set1.tiff,star,star_Raw_Observation_011_Set1_1853_192.png,0.05269605153603734,1853,192,11,11,128
Raw_Observation_011_Set1.tiff,star,star_Raw_Observation_011_Set1_2542_514.png,0.21922655492308954,2542,514,10,10,128
Raw_Observation_011_Set1.tiff,star,star_Raw_Observation_011_Set1_1973_541.png,0.13967048159510187,1973,541,11,11,128
Raw_Observation_011_Set1.tiff,streak,streak_Raw_Observation_011_Set1_2033_701.png,0.9161154930528768,2033,701,23,9,128
Raw_Observation_011_Set1.tiff,star,star_Raw_Observation_011_Set1_1090_776.png,0.28439009697132783,1090,776,18,19,128
Raw_Observation_011_Set1.tiff,star,star_Raw_Observation_011_Set1_3773_906.png,0.2721558849133587,3773,906,13,13,128
Raw_Observation_011_Set1.tiff,star,star_Raw_Observation_011_Set1_2022_964.png,0.4093741253397886,2022,964,11,10,128
Raw_Observation_011_Set1.tiff,star,star_Raw_Observation_011_Set1_3652_979.png,0.31239670289729043,3652,979,11,11,128
Raw_Observation_011_Set1.tiff,star,star_Raw_Observation_011_Set1_3588_987.png,0.2326531104879975,3588,987,11,11,128
Raw_Observation_011_Set1.tiff,star,star_Raw_Observation_011_Set1_2950_990.png,0.18615796616317817,2950,990,12,12,128
Raw_Observation_011_Set1.tiff,star,star_Raw_Observation_011_Set1_3520_1170.png,0.3421033027985811,3520,1170,11,12,128
Raw_Observation_011_Set1.tiff,star,star_Raw_Observation_011_Set1_2403_1216.png,0.2814209838655773,2403,1216,11,11,128
Raw_Observation_011_Set1.tiff,streak,streak_Raw_Observation_011_Set1_2892_1226.png,0.9850260452981433,2892,1226,111,28,128
Raw_Observation_011_Set1.tiff,star,star_Raw_Observation_011_Set1_201_1405.png,0.16626816505468378,201,1405,15,15,128
Raw_Observation_011_Set1.tiff,star,star_Raw_Observation_011_Set1_3359_1457.png,0.1872143502404977,3359,1457,12,12,128
Raw_Observation_011_Set1.tiff,star,star_Raw_Observation_011_Set1_1272_1460.png,0.3042307688247714,1272,1460,12,12,128
Raw_Observation_011_Set1.tiff,star,star_Raw_Observation_011_Set1_2522_1684.png,0.2671084335907062,2522,1684,12,12,128
Raw_Observation_011_Set1.tiff,star,star_Raw_Observation_011_Set1_2223_1995.png,0.34569033799270144,2223,1995,11,10,128
Raw_Observation_011_Set1.tiff,star,star_Raw_Observation_011_Set1_3292_2507.png,0.24621722016613304,3292,2507,13,13,128
Raw_Observation_011_Set1.tiff,star,star_Raw_Observation_011_Set1_697_2538.png,0.2711933885844838,697,2538,11,11,128
Raw_Observation_011_Set1.tiff,star,star_Raw_Observation_011_Set1_3541_2645.png,0.22211763496706996,3541,2645,10,10,128
Raw_Observation_011_Set1.tiff,star,star_Raw_Observation_011_Set1_1602_2690.png,0.2589155910683331,1602,2690,15,15,128
Raw_Observation_011_Set1.tiff,star,star_Raw_Observation_011_Set1_196_2788.png,0.03813593557981731,196,2788,13,13,128
Raw_Observation_011_Set1.tiff,star,star_Raw_Observation_011_Set1_2570_2825.png,0.20706399194545455,2570,2825,21,20,128
Raw_Observation_011_Set1.tiff,star,star_Raw_Observation_011_Set1_1402_2954.png,0.32274881808559375,1402,2954,13,13,128
Raw_Observation_011_Set1.tiff,star,star_Raw_Observation_011_Set1_4152_3259.png,0.39801986847175846,4152,3259,10,9,128
Raw_Observation_011_Set1.tiff,star,star_Raw_Observation_011_Set1_1846_3338.png,0.30875574929289495,1846,3338,11,12,128
Raw_Observation_011_Set1.tiff,star,star_Raw_Observation_011_Set1_1618_3426.png,0.18853856125198137,1618,3426,16,15,128
Raw_Observation_011_Set1.tiff,star,star_Raw_Observation_011_Set1_3851_3465.png,0.08981558621705782,3851,3465,18,18,128
Raw_Observation_011_Set1.tiff,star,star_Raw_Observation_011_Set1_1937_3557.png,0.3154462748763587,1937,3557,10,11,128
Raw_Observation_011_Set1.tiff,star,star_Raw_Observation_011_Set1_944_3568.png,0.13261713524088045,944,3568,17,17,128
Raw_Observation_011_Set1.tiff,star,star_Raw_Observation_011_Set1_3224_3812.png,0.24103358187265106,3224,3812,17,16,128
Raw_Observation_011_Set1.tiff,star,star_Raw_Observation_011_Set1_2463_3848.png,0.1998208917871764,2463,3848,15,15,128
Raw_Observation_011_Set1.tiff,star,star_Raw_Observation_011_Set1_1947_4228.png,0.2561434590778215,1947,4228,14,13,128
Raw_Observation_012_Set2.tiff,star,star_Raw_Observation_012_Set2_1468_895.png,0.08763334793846227,1468,895,20,21,128
Raw_Observation_012_Set2.tiff,star,star_Raw_Observation_012_Set2_3476_1052.png,0.1864782745116365,3476,1052,13,13,128
Raw_Observation_012_Set2.tiff,star,star_Raw_Observation_012_Set2_2865_1265.png,0.25517331762862216,2865,1265,11,11,128
Raw_Observation_012_Set2.tiff,star,star_Raw_Observation_012_Set2_2342_1363.png,0.1801122373162083,2342,1363,16,16,128
Raw_Observation_012_Set2.tiff,star,star_Raw_Observation_012_Set2_1441_1364.png,0.05534677783262442,1441,1364,11,11,128
Raw_Observation_012_Set2.tiff,star,star_Raw_Observation_012_Set2_2270_1408.png,0.15291286015889805,2270,1408,21,21,128
Raw_Observation_012_Set2.tiff,star,star_Raw_Observation_012_Set2_964_1561.png,0.16750253693108527,964,1561,16,16,128
Raw_Observation_012_Set2.tiff,star,star_Raw_Observation_012_Set2_3464_1606.png,0.23285364466173744,3464,1606,13,13,128
Raw_Observation_012_Set2.tiff,star,star_Raw_Observation_012_Set2_1246_1635.png,0.1542560788077032,1246,1635,20,20,128
Raw_Observation_012_Set2.tiff,star,star_Raw_Observation_012_Set2_1950_1765.png,0.20674008643842032,1950,1765,22,22,128
Raw_Observation_012_Set2.tiff,star,star_Raw_Observation_012_Set2_2517_1847.png,0.075169867718357,2517,1847,13,13,128
Raw_Observation_012_Set2.tiff,star,star_Raw_Observation_012_Set2_4315_1901.png,0.0,4315,1901,19,19,128
Raw_Observation_012_Set2.tiff,star,star_Raw_Observation_012_Set2_1485_2081.png,0.1451860641871995,1485,2081,12,12,128
Raw_Observation_012_Set2.tiff,star,star_Raw_Observation_012_Set2_1722_2373.png,0.3100385776856347,1722,2373,12,13,128
Raw_Observation_012_Set2.tiff,star,star_Raw_Observation_012_Set2_1409_2625.png,0.2403880815972882,1409,2625,14,14,128
Raw_Observation_012_Set2.tiff,star,star_Raw_Observation_012_Set2_4099_2630.png,0.14995167861752937,4099,2630,15,15,128
Raw_Observation_012_Set2.tiff,star,star_Raw_Observation_012_Set2_2612_2639.png,0.20579092032264945,2612,2639,11,11,128
Raw_Observation_012_Set2.tiff,star,star_Raw_Observation_012_Set2_1944_3129.png,0.26428854806024166,1944,3129,10,10,128
Raw_Observation_012_Set2.tiff,star,star_Raw_Observation_012_Set2_1031_3213.png,0.37687170742131354,1031,3213,11,10,128
Raw_Observation_012_Set2.tiff,star,star_Raw_Observation_012_Set2_1185_3240.png,0.030017860979397664,1185,3240,15,15,128
Raw_Observation_012_Set2.tiff,star,star_Raw_Observation_012_Set2_359_3267.png,0.08411910241920686,359,3267,11,11,128
Raw_Observation_012_Set2.tiff,star,star_Raw_Observation_012_Set2_2325_3401.png,0.27283947239197903,2325,3401,13,14,128
Raw_Observation_012_Set2.tiff,star,star_Raw_Observation_012_Set2_1446_3592.png,0.16662053614919645,1446,3592,18,17,128
Raw_Observation_012_Set2.tiff,star,star_Raw_Observation_012_Set2_2007_3696.png,0.2533674563809789,2007,3696,12,12,128
Raw_Observation_012_Set2.tiff,star,star_Raw_Observation_012_Set2_3798_3744.png,0.4646693129315771,3798,3744,13,12,128
Raw_Observation_012_Set2.tiff,star,star_Raw_Observation_012_Set2_3430_3956.png,0.122945787822553,3430,3956,12,12,128
Raw_Observation_013_Set2.tiff,star,star_Raw_Observation_013_Set2_1468_895.png,0.137779028382074,1468,895,21,21,128
Raw_Observation_013_Set2.tiff,star,star_Raw_Observation_013_Set2_3476_1052.png,0.0,3476,1052,13,13,128
Raw_Observation_013_Set2.tiff,star,star_Raw_Observation_013_Set2_2864_1263.png,0.25362400703339083,2864,1263,13,14,128
Raw_Observation_013_Set2.tiff,star,star_Raw_Observation_013_Set2_2341_1362.png,0.11645811801186298,2341,1362,17,17,128
Raw_Observation_013_Set2.tiff,star,star_Raw_Observation_013_Set2_1440_1363.png,0.18713582449002544,1440,1363,13,13,128
Raw_Observation_013_Set2.tiff,star,star_Raw_Observation_013_Set2_2269_1408.png,0.2046582413998506,2269,1408,22,22,128
Raw_Observation_013_Set2.tiff,star,star_Raw_Observation_013_Set2_1142_1555.png,0.2415303276163579,1142,1555,11,11,128
Raw_Observation_013_Set2.tiff,star,star_Raw_Observation_013_Set2_964_1560.png,0.1885245382874596,964,1560,17,17,128
Raw_Observation_013_Set2.tiff,star,star_Raw_Observation_013_Set2_3463_1605.png,0.28047869365767575,3463,1605,15,14,128
Raw_Observation_013_Set2.tiff,star,star_Raw_Observation_013_Set2_1246_1634.png,0.1736480919190771,1246,1634,21,21,128
Raw_Observation_013_Set2.tiff,star,star_Raw_Observation_013_Set2_3207_1692.png,0.27398163496007244,3207,1692,12,12,128
Raw_Observation_013_Set2.tiff,star,star_Raw_Observation_013_Set2_1950_1765.png,0.11653412986336818,1950,1765,23,23,128
Raw_Observation_013_Set2.tiff,star,star_Raw_Observation_013_Set2_2517_1846.png,0.15384130918547054,2517,1846,14,15,128
Raw_Observation_013_Set2.tiff,star,star_Raw_Observation_013_Set2_657_1886.png,0.05534677783262442,657,1886,11,11,128
Raw_Observation_013_Set2.tiff,star,star_Raw_Observation_013_Set2_4315_1901.png,0.0,4315,1901,19,19,128
Raw_Observation_013_Set2.tiff,star,star_Raw_Observation_013_Set2_446_1985.png,0.20865857722322811,446,1985,11,11,128
Raw_Observation_013_Set2.tiff,star,star_Raw_Observation_013_Set2_1484_2080.png,0.16117694885817224,1484,2080,14,14,128
Raw_Observation_013_Set2.tiff,star,star_Raw_Observation_013_Set2_1721_2372.png,0.19317502106418827,1721,2372,14,15,128
Raw_Observation_013_Set2.tiff,star,star_Raw_Observation_013_Set2_1408_2624.png,0.15213661671309275,1408,2624,16,16,128
Raw_Observation_013_Set2.tiff,star,star_Raw_Observation_013_Set2_4099_2630.png,0.18245815806803006,4099,2630,16,16,128
Raw_Observation_013_Set2.tiff,star,star_Raw_Observation_013_Set2_2611_2639.png,0.3168571552016994,2611,2639,13,12,128
Raw_Observation_013_Set2.tiff,star,star_Raw_Observation_013_Set2_1943_3128.png,0.23620467001443646,1943,3128,12,12,128
Raw_Observation_013_Set2.tiff,star,star_Raw_Observation_013_Set2_1030_3212.png,0.17216706449648247,1030,3212,13,12,128
Raw_Observation_013_Set2.tiff,star,star_Raw_Observation_013_Set2_1184_3239.png,0.12176084945856344,1184,3239,17,17,128
Raw_Observation_013_Set2.tiff,star,star_Raw_Observation_013_Set2_358_3266.png,0.2368230317817234,358,3266,13,13,128
Raw_Observation_013_Set2.tiff,star,star_Raw_Observation_013_Set2_2324_3400.png,0.221767943160591,2324,3400,15,15,128
Raw_Observation_013_Set2.tiff,star,star_Raw_Observation_013_Set2_1446_3591.png,0.16621399725441202,1446,3591,18,18,128
Raw_Observation_013_Set2.tiff,star,star_Raw_Observation_013_Set2_2007_3695.png,0.0,2007,3695,13,13,128
Raw_Observation_013_Set2.tiff,star,star_Raw_Observation_013_Set2_3790_3743.png,0.5268769796893173,3790,3743,14,13,128
Raw_Observation_013_Set2.tiff,star,star_Raw_Observation_013_Set2_3429_3955.png,0.2184210491133826,3429,3955,14,14,128
Raw_Observation_013_Set2.tiff,star,star_Raw_Observation_013_Set2_3057_4025.png,0.23663805061131277,3057,4025,12,11,128
Raw_Observation_014_Set2.tiff,star,star_Raw_Observation_014_Set2_1467_895.png,0.09188407415377772,1467,895,22,21,128
Raw_Observation_014_Set2.tiff,star,star_Raw_Observation_014_Set2_3476_1052.png,0.0,3476,1052,13,13,128
Raw_Observation_014_Set2.tiff,star,star_Raw_Observation_014_Set2_2864_1264.png,0.2043713692328785,2864,1264,13,13,128
Raw_Observation_014_Set2.tiff,star,star_Raw_Observation_014_Set2_2341_1362.png,0.18760902694386622,2341,1362,17,17,128
Raw_Observation_014_Set2.tiff,star,star_Raw_Observation_014_Set2_1440_1363.png,0.18713582449002544,1440,1363,13,13,128
Raw_Observation_014_Set2.tiff,star,star_Raw_Observation_014_Set2_2270_1408.png,0.21913832553662752,2270,1408,21,22,128
