image,object_type,object_name,eccentricity,bbox_x,bbox_y,bbox_width,bbox_height,centroid_x,centroid_y
Raw_Observation_006_Set1.tiff,star,star_Raw_Observation_006_Set1_3228_2460.png,0.2998386265604154,3228,2460,13,12,3234.5,2466.0
Raw_Observation_006_Set1.tiff,star,star_Raw_Observation_006_Set1_681_2494.png,0.2103085224414488,681,2494,10,10,686.0,2499.0
Raw_Observation_006_Set1.tiff,star,star_Raw_Observation_006_Set1_1570_2641.png,0.212299885405992,1570,2641,14,14,1577.0,2648.0
Raw_Observation_006_Set1.tiff,star,star_Raw_Observation_006_Set1_188_2739.png,0.1825778818824052,188,2739,14,14,195.0,2746.0
Raw_Observation_006_Set1.tiff,star,star_Raw_Observation_006_Set1_2520_2772.png,0.1401611462815405,2520,2772,21,21,2530.5,2782.5
Raw_Observation_006_Set1.tiff,star,star_Raw_Observation_006_Set1_1373_2900.png,0.3593396432037881,1373,2900,13,13,1379.5,2906.5
Raw_Observation_006_Set1.tiff,star,star_Raw_Observation_006_Set1_4074_3197.png,0.3555465100381695,4074,3197,9,10,4078.5,3202.0
Raw_Observation_006_Set1.tiff,star,star_Raw_Observation_006_Set1_1810_3277.png,0.3536506819924502,1810,3277,11,11,1815.5,3282.5
Raw_Observation_006_Set1.tiff,star,star_Raw_Observation_006_Set1_1586_3363.png,0.1473492347969595,1586,3363,16,16,1594.0,3371.0
Raw_Observation_006_Set1.tiff,star,star_Raw_Observation_006_Set1_3778_3399.png,0.2167646648443726,3778,3399,19,19,3787.5,3408.5
Raw_Observation_006_Set1.tiff,star,star_Raw_Observation_006_Set1_1899_3493.png,0.3555465100381696,1899,3493,10,9,1904.0,3497.5
Raw_Observation_006_Set1.tiff,star,star_Raw_Observation_006_Set1_925_3504.png,0.1956329591545022,925,3504,16,17,933.0,3512.5
Raw_Observation_006_Set1.tiff,star,star_Raw_Observation_006_Set1_3163_3741.png,0.130933015652266,3163,3741,17,16,3171.5,3749.0
Raw_Observation_006_Set1.tiff,star,star_Raw_Observation_006_Set1_2416_3777.png,0.2470288608311109,2416,3777,14,15,2423.0,3784.5
Raw_Observation_006_Set1.tiff,star,star_Raw_Observation_006_Set1_1910_4150.png,0.1825778818824049,1910,4150,14,14,1917.0,4157.0
Raw_Observation_007_Set1.tiff,star,star_Raw_Observation_007_Set1_1814_188.png,0.2754825058689298,1814,188,14,14,1821.0,195.0
Raw_Observation_007_Set1.tiff,star,star_Raw_Observation_007_Set1_2491_504.png,0.2340468746557838,2491,504,11,12,2496.5,510.0
Raw_Observation_007_Set1.tiff,star,star_Raw_Observation_007_Set1_1933_532.png,0.1861579661631781,1933,532,12,12,1939.0,538.0
Raw_Observation_007_Set1.tiff,streak,streak_Raw_Observation_007_Set1_1833_689.png,0.9607970677464642,1833,689,18,5,1842.0,691.5
Raw_Observation_007_Set1.tiff,star,star_Raw_Observation_007_Set1_1066_763.png,0.2190874747316045,1066,763,19,19,1075.5,772.5
Raw_Observation_007_Set1.tiff,star,star_Raw_Observation_007_Set1_3701_889.png,0.2914457529720282,3701,889,12,13,3707.0,895.5
Raw_Observation_007_Set1.tiff,star,star_Raw_Observation_007_Set1_1982_947.png,0.2068059016127976,1982,947,10,10,1987.0,952.0
Raw_Observation_007_Set1.tiff,star,star_Raw_Observation_007_Set1_3583_960.png,0.4190989709521774,3583,960,11,11,3588.5,965.5
Raw_Observation_007_Set1.tiff,star,star_Raw_Observation_007_Set1_3520_969.png,0.2750246930306289,3520,969,10,10,3525.0,974.0
Raw_Observation_007_Set1.tiff,star,star_Raw_Observation_007_Set1_2893_972.png,0.3033589316018845,2893,972,11,12,2898.5,978.0
Raw_Observation_007_Set1.tiff,star,star_Raw_Observation_007_Set1_3462_1085.png,0.3248042876053322,3462,1085,10,9,3467.0,1089.5
Raw_Observation_007_Set1.tiff,star,star_Raw_Observation_007_Set1_3452_1148.png,0.3016540505169001,3452,1148,12,12,3458.0,1154.0
Raw_Observation_007_Set1.tiff,star,star_Raw_Observation_007_Set1_2357_1195.png,0.4368963139025508,2357,1195,9,10,2361.5,1200.0
Raw_Observation_007_Set1.tiff,streak,streak_Raw_Observation_007_Set1_2093_1290.png,0.9846906163408952,2093,1290,103,27,2144.5,1303.5
Raw_Observation_007_Set1.tiff,star,star_Raw_Observation_007_Set1_194_1381.png,0.1728093763993409,194,1381,15,15,201.5,1388.5
Raw_Observation_007_Set1.tiff,star,star_Raw_Observation_007_Set1_3296_1431.png,0.3579319194037206,3296,1431,11,11,3301.5,1436.5
Raw_Observation_007_Set1.tiff,star,star_Raw_Observation_007_Set1_1246_1434.png,0.3675851302550374,1246,1434,11,12,1251.5,1440.0
Raw_Observation_007_Set1.tiff,star,star_Raw_Observation_007_Set1_2474_1653.png,0.3421033027985807,2474,1653,11,12,2479.5,1659.0
Raw_Observation_007_Set1.tiff,star,star_Raw_Observation_007_Set1_3230_2461.png,0.1827143132653323,3230,2461,12,12,3236.0,2467.0
Raw_Observation_007_Set1.tiff,star,star_Raw_Observation_007_Set1_681_2493.png,0.3797443535140432,681,2493,11,12,686.5,2499.0
Raw_Observation_007_Set1.tiff,star,star_Raw_Observation_007_Set1_1571_2642.png,0.3046067817484626,1571,2642,14,14,1578.0,2649.0
Raw_Observation_007_Set1.tiff,star,star_Raw_Observation_007_Set1_189_2739.png,0.1979020021769779,189,2739,14,14,196.0,2746.0
Raw_Observation_007_Set1.tiff,star,star_Raw_Observation_007_Set1_2522_2773.png,0.2263258000860068,2522,2773,20,21,2532.0,2783.5
Raw_Observation_007_Set1.tiff,star,star_Raw_Observation_007_Set1_1374_2901.png,0.3255859165493262,1374,2901,13,13,1380.5,2907.5
Raw_Observation_007_Set1.tiff,star,star_Raw_Observation_007_Set1_1810_3278.png,0.1378587681867506,1810,3278,12,11,1816.0,3283.5
Raw_Observation_007_Set1.tiff,star,star_Raw_Observation_007_Set1_1588_3364.png,0.2763746354998148,1588,3364,15,15,1595.5,3371.5
Raw_Observation_007_Set1.tiff,star,star_Raw_Observation_007_Set1_3779_3400.png,0.2483277990672021,3779,3400,19,20,3788.5,3410.0
Raw_Observation_007_Set1.tiff,star,star_Raw_Observation_007_Set1_925_3505.png,0.2963484841266537,925,3505,17,16,933.5,3513.0
Raw_Observation_007_Set1.tiff,star,star_Raw_Observation_007_Set1_3164_3742.png,0.2290391170058054,3164,3742,16,16,3172.0,3750.0
Raw_Observation_007_Set1.tiff,star,star_Raw_Observation_007_Set1_2416_3778.png,0.2021174847972464,2416,3778,15,14,2423.5,3785.0
Raw_Observation_007_Set1.tiff,star,star_Raw_Observation_007_Set1_1910_4151.png,0.1759734845998386,1910,4151,14,14,1917.0,4158.0
Raw_Observation_008_Set1.tiff,star,star_Raw_Observation_008_Set1_1814_187.png,0.2199893554107113,1814,187,14,14,1821.0,194.0
Raw_Observation_008_Set1.tiff,star,star_Raw_Observation_008_Set1_2492_504.png,0.2366380506113123,2492,504,11,12,2497.5,510.0
Raw_Observation_008_Set1.tiff,star,star_Raw_Observation_008_Set1_1933_531.png,0.2256452027821654,1933,531,13,12,1939.5,537.0
Raw_Observation_008_Set1.tiff,streak,streak_Raw_Observation_008_Set1_1874_689.png,0.9607970677464642,1874,689,18,5,1883.0,691.5
Raw_Observation_008_Set1.tiff,star,star_Raw_Observation_008_Set1_1067_763.png,0.1196806959142408,1067,763,18,18,1076.0,772.0
Raw_Observation_008_Set1.tiff,star,star_Raw_Observation_008_Set1_3701_889.png,0.2249924268687942,3701,889,13,13,3707.5,895.5
Raw_Observation_008_Set1.tiff,star,star_Raw_Observation_008_Set1_1982_947.png,0.2447636285233434,1982,947,11,10,1987.5,952.0
Raw_Observation_008_Set1.tiff,star,star_Raw_Observation_008_Set1_3583_959.png,0.3920468457592467,3583,959,11,12,3588.5,965.0
Raw_Observation_008_Set1.tiff,star,star_Raw_Observation_008_Set1_3520_968.png,0.3067120553903092,3520,968,10,11,3525.0,973.5
Raw_Observation_008_Set1.tiff,star,star_Raw_Observation_008_Set1_2893_972.png,0.3504481244083097,2893,972,12,12,2899.0,978.0
Raw_Observation_008_Set1.tiff,star,star_Raw_Observation_008_Set1_3462_1084.png,0.203906535671859,3462,1084,11,10,3467.5,1089.0
Raw_Observation_008_Set1.tiff,star,star_Raw_Observation_008_Set1_3453_1148.png,0.2094627505659268,3453,1148,12,12,3459.0,1154.0
Raw_Observation_008_Set1.tiff,star,star_Raw_Observation_008_Set1_2357_1194.png,0.3380300951314794,2357,1194,10,11,2362.0,1199.5
Raw_Observation_008_Set1.tiff,streak,streak_Raw_Observation_008_Set1_2276_1268.png,0.9852210932022878,2276,1268,105,27,2328.5,1281.5
Raw_Observation_008_Set1.tiff,star,star_Raw_Observation_008_Set1_195_1381.png,0.1532011934986407,195,1381,14,14,202.0,1388.0
Raw_Observation_008_Set1.tiff,star,star_Raw_Observation_008_Set1_3296_1430.png,0.2331561247410911,3296,1430,11,11,3301.5,1435.5
Raw_Observation_008_Set1.tiff,star,star_Raw_Observation_008_Set1_1246_1434.png,0.3138950039260049,1246,1434,12,11,1252.0,1439.5
Raw_Observation_008_Set1.tiff,star,star_Raw_Observation_008_Set1_2474_1653.png,0.1979302221676268,2474,1653,11,11,2479.5,1658.5
Raw_Observation_008_Set1.tiff,star,star_Raw_Observation_008_Set1_2181_1958.png,0.2675862412900976,2181,1958,10,10,2186.0,1963.0
Raw_Observation_008_Set1.tiff,star,star_Raw_Observation_008_Set1_3230_2460.png,0.1921219451080543,3230,2460,13,13,3236.5,2466.5
Raw_Observation_008_Set1.tiff,star,star_Raw_Observation_008_Set1_682_2493.png,0.0,682,2493,11,11,687.5,2498.5
Raw_Observation_008_Set1.tiff,star,star_Raw_Observation_008_Set1_1571_2641.png,0.1738239851431345,1571,2641,15,14,1578.5,2648.0
Raw_Observation_008_Set1.tiff,star,star_Raw_Observation_008_Set1_189_2738.png,0.1931750210641876,189,2738,15,14,196.5,2745.0
Raw_Observation_008_Set1.tiff,star,star_Raw_Observation_008_Set1_2522_2773.png,0.1929133097366562,2522,2773,20,20,2532.0,2783.0
Raw_Observation_008_Set1.tiff,star,star_Raw_Observation_008_Set1_1374_2900.png,0.2023715406732924,1374,2900,13,13,1380.5,2906.5
Raw_Observation_008_Set1.tiff,star,star_Raw_Observation_008_Set1_1811_3277.png,0.2750326620680459,1811,3277,11,11,1816.5,3282.5
Raw_Observation_008_Set1.tiff,star,star_Raw_Observation_008_Set1_1588_3364.png,0.1330352279501726,1588,3364,15,15,1595.5,3371.5
Raw_Observation_008_Set1.tiff,star,star_Raw_Observation_008_Set1_3779_3400.png,0.21163534777285,3779,3400,19,19,3788.5,3409.5
Raw_Observation_008_Set1.tiff,star,star_Raw_Observation_008_Set1_925_3504.png,0.2888072600843136,925,3504,17,16,933.5,3512.0
Raw_Observation_008_Set1.tiff,star,star_Raw_Observation_008_Set1_3164_3742.png,0.2290391170058054,3164,3742,16,16,3172.0,3750.0
Raw_Observation_008_Set1.tiff,star,star_Raw_Observation_008_Set1_2416_3777.png,0.2831244968494333,2416,3777,15,15,2423.5,3784.5
Raw_Observation_008_Set1.tiff,star,star_Raw_Observation_008_Set1_1910_4150.png,0.2665385925939493,1910,4150,14,14,1917.0,4157.0
Raw_Observation_009_Set1.tiff,star,star_Raw_Observation_009_Set1_1816_188.png,0.2697401807784155,1816,188,13,14,1822.5,195.0
Raw_Observation_009_Set1.tiff,star,star_Raw_Observation_009_Set1_2492_505.png,0.1949845374940052,2492,505,12,11,2498.0,510.5
Raw_Observation_009_Set1.tiff,star,star_Raw_Observation_009_Set1_1934_532.png,0.260851107490772,1934,532,13,12,1940.5,538.0
Raw_Observation_009_Set1.tiff,streak,streak_Raw_Observation_009_Set1_1915_689.png,0.9597841772551376,1915,689,19,6,1924.5,692.0
Raw_Observation_009_Set1.tiff,star,star_Raw_Observation_009_Set1_1068_763.png,0.1536328846573949,1068,763,19,19,1077.5,772.5
Raw_Observation_009_Set1.tiff,star,star_Raw_Observation_009_Set1_3702_890.png,0.1871358244900245,3702,890,13,13,3708.5,896.5
Raw_Observation_009_Set1.tiff,star,star_Raw_Observation_009_Set1_1983_947.png,0.2454506759316673,1983,947,11,11,1988.5,952.5
Raw_Observation_009_Set1.tiff,star,star_Raw_Observation_009_Set1_3584_960.png,0.4098424954558133,3584,960,11,12,3589.5,966.0
Raw_Observation_009_Set1.tiff,star,star_Raw_Observation_009_Set1_3521_969.png,0.3003328708151018,3521,969,11,11,3526.5,974.5
Raw_Observation_009_Set1.tiff,star,star_Raw_Observation_009_Set1_2894_973.png,0.3125861442805359,2894,973,12,11,2900.0,978.5
Raw_Observation_009_Set1.tiff,star,star_Raw_Observation_009_Set1_3463_1085.png,0.315446274876359,3463,1085,11,10,3468.5,1090.0
Raw_Observation_009_Set1.tiff,star,star_Raw_Observation_009_Set1_3453_1149.png,0.3100385776856347,3453,1149,13,12,3459.5,1155.0
Raw_Observation_009_Set1.tiff,star,star_Raw_Observation_009_Set1_2357_1195.png,0.1841769534282145,2357,1195,11,11,2362.5,1200.5
Raw_Observation_009_Set1.tiff,streak,streak_Raw_Observation_009_Set1_2462_1246.png,0.9851235179502126,2462,1246,106,28,2515.0,1260.0
Raw_Observation_009_Set1.tiff,star,star_Raw_Observation_009_Set1_196_1381.png,0.1532011934986399,196,1381,14,14,203.0,1388.0
Raw_Observation_009_Set1.tiff,star,star_Raw_Observation_009_Set1_3297_1431.png,0.1451386027694583,3297,1431,11,12,3302.5,1437.0
Raw_Observation_009_Set1.tiff,star,star_Raw_Observation_009_Set1_1247_1434.png,0.2978781408301072,1247,1434,11,12,1252.5,1440.0
Raw_Observation_009_Set1.tiff,star,star_Raw_Observation_009_Set1_2475_1654.png,0.1979302221676276,2475,1654,11,11,2480.5,1659.5
Raw_Observation_009_Set1.tiff,star,star_Raw_Observation_009_Set1_2182_1959.png,0.3555465100381695,2182,1959,9,10,2186.5,1964.0
Raw_Observation_009_Set1.tiff,star,star_Raw_Observation_009_Set1_3230_2461.png,0.1838813183661908,3230,2461,13,13,3236.5,2467.5
Raw_Observation_009_Set1.tiff,star,star_Raw_Observation_009_Set1_683_2493.png,0.2952628829137192,683,2493,10,11,688.0,2498.5
Raw_Observation_009_Set1.tiff,star,star_Raw_Observation_009_Set1_1572_2642.png,0.1683303398883649,1572,2642,14,14,1579.0,2649.0
Raw_Observation_009_Set1.tiff,star,star_Raw_Observation_009_Set1_190_2738.png,0.15758173877725,190,2738,14,14,197.0,2745.0
Raw_Observation_009_Set1.tiff,star,star_Raw_Observation_009_Set1_2522_2774.png,0.1379766933020079,2522,2774,20,20,2532.0,2784.0
Raw_Observation_009_Set1.tiff,star,star_Raw_Observation_009_Set1_1375_2901.png,0.3474443673596863,1375,2901,13,12,1381.5,2907.0
Raw_Observation_009_Set1.tiff,star,star_Raw_Observation_009_Set1_1811_3278.png,0.2004919561826066,1811,3278,11,11,1816.5,3283.5
Raw_Observation_009_Set1.tiff,star,star_Raw_Observation_009_Set1_1588_3364.png,0.2040451353226325,1588,3364,15,15,1595.5,3371.5
Raw_Observation_009_Set1.tiff,star,star_Raw_Observation_009_Set1_3779_3402.png,0.2667449168027125,3779,3402,19,18,3788.5,3411.0
Raw_Observation_009_Set1.tiff,star,star_Raw_Observation_009_Set1_925_3504.png,0.0250902692842327,925,3504,17,17,933.5,3512.5
Raw_Observation_009_Set1.tiff,star,star_Raw_Observation_009_Set1_3164_3743.png,0.1871187526253923,3164,3743,17,16,3172.5,3751.0
Raw_Observation_009_Set1.tiff,star,star_Raw_Observation_009_Set1_2416_3778.png,0.1807815787130189,2416,3778,15,15,2423.5,3785.5
Raw_Observation_009_Set1.tiff,star,star_Raw_Observation_009_Set1_1909_4150.png,0.1260380085576436,1909,4150,16,16,1917.0,4158.0
Raw_Observation_010_Set1.tiff,star,star_Raw_Observation_010_Set1_1851_193.png,0.2970692642031152,1851,193,13,12,1857.5,199.0
Raw_Observation_010_Set1.tiff,star,star_Raw_Observation_010_Set1_2540_515.png,0.2525420746495995,2540,515,11,11,2545.5,520.5
Raw_Observation_010_Set1.tiff,star,star_Raw_Observation_010_Set1_1971_542.png,0.2641564511662226,1971,542,13,12,1977.5,548.0
Raw_Observation_010_Set1.tiff,streak,streak_Raw_Observation_010_Set1_1991_701.png,0.9328468274930872,1991,701,23,8,2002.5,705.0
Raw_Observation_010_Set1.tiff,star,star_Raw_Observation_010_Set1_1088_777.png,0.125978167185023,1088,777,20,19,1098.0,786.5
Raw_Observation_010_Set1.tiff,star,star_Raw_Observation_010_Set1_3772_907.png,0.1567490900470803,3772,907,13,13,3778.5,913.5
Raw_Observation_010_Set1.tiff,star,star_Raw_Observation_010_Set1_2021_965.png,0.2039543019997736,2021,965,11,11,2026.5,970.5
Raw_Observation_010_Set1.tiff,star,star_Raw_Observation_010_Set1_3651_979.png,0.2226601390863162,3651,979,12,11,3657.0,984.5
Raw_Observation_010_Set1.tiff,star,star_Raw_Observation_010_Set1_3587_988.png,0.2983069465239431,3587,988,11,10,3592.5,993.0
Raw_Observation_010_Set1.tiff,star,star_Raw_Observation_010_Set1_2949_991.png,0.3338283315858124,2949,991,12,12,2955.0,997.0
Raw_Observation_010_Set1.tiff,star,star_Raw_Observation_010_Set1_3519_1171.png,0.2687459592331301,3519,1171,12,12,3525.0,1177.0
Raw_Observation_010_Set1.tiff,star,star_Raw_Observation_010_Set1_2402_1218.png,0.323133832507138,2402,1218,11,10,2407.5,1223.0
Raw_Observation_010_Set1.tiff,streak,streak_Raw_Observation_010_Set1_2698_1247.png,0.9852931812515384,2698,1247,110,29,2753.0,1261.5
Raw_Observation_010_Set1.tiff,star,star_Raw_Observation_010_Set1_200_1406.png,0.2273467426487083,200,1406,15,15,207.5,1413.5
Raw_Observation_010_Set1.tiff,star,star_Raw_Observation_010_Set1_3359_1458.png,0.2525420746495995,3359,1458,11,11,3364.5,1463.5
Raw_Observation_010_Set1.tiff,star,star_Raw_Observation_010_Set1_1271_1461.png,0.2528820038207288,1271,1461,12,12,1277.0,1467.0
Raw_Observation_010_Set1.tiff,star,star_Raw_Observation_010_Set1_2521_1684.png,0.3338283315858124,2521,1684,12,12,2527.0,1690.0
Raw_Observation_010_Set1.tiff,star,star_Raw_Observation_010_Set1_2223_1996.png,0.2068059016127984,2223,1996,10,10,2228.0,2001.0
Raw_Observation_010_Set1.tiff,star,star_Raw_Observation_010_Set1_3291_2507.png,0.2395424524032704,3291,2507,13,13,3297.5,2513.5
Raw_Observation_010_Set1.tiff,star,star_Raw_Observation_010_Set1_696_2540.png,0.305459467959034,696,2540,11,10,701.5,2545.0
Raw_Observation_010_Set1.tiff,star,star_Raw_Observation_010_Set1_1602_2691.png,0.0350413732450622,1602,2691,14,14,1609.0,2698.0
Raw_Observation_010_Set1.tiff,star,star_Raw_Observation_010_Set1_195_2790.png,0.2701837366522094,195,2790,13,13,201.5,2796.5
Raw_Observation_010_Set1.tiff,star,star_Raw_Observation_010_Set1_2570_2825.png,0.1362345422640126,2570,2825,21,21,2580.5,2835.5
Raw_Observation_010_Set1.tiff,star,star_Raw_Observation_010_Set1_1401_2955.png,0.3534688209846835,1401,2955,13,13,1407.5,2961.5
Raw_Observation_010_Set1.tiff,star,star_Raw_Observation_010_Set1_4152_3259.png,0.3825648127175082,4152,3259,9,10,4156.5,3264.0
Raw_Observation_010_Set1.tiff,star,star_Raw_Observation_010_Set1_1845_3339.png,0.2010425030372114,1845,3339,12,11,1851.0,3344.5
Raw_Observation_010_Set1.tiff,star,star_Raw_Observation_010_Set1_1618_3427.png,0.1914792995423256,1618,3427,16,15,1626.0,3434.5
Raw_Observation_010_Set1.tiff,star,star_Raw_Observation_010_Set1_3850_3465.png,0.195952374417304,3850,3465,19,19,3859.5,3474.5
Raw_Observation_010_Set1.tiff,star,star_Raw_Observation_010_Set1_1936_3558.png,0.3225544942763703,1936,3558,10,10,1941.0,3563.0
Raw_Observation_010_Set1.tiff,star,star_Raw_Observation_010_Set1_943_3569.png,0.092851764642444,943,3569,17,17,951.5,3577.5
Raw_Observation_010_Set1.tiff,star,star_Raw_Observation_010_Set1_3224_3812.png,0.2216707296789411,3224,3812,16,17,3232.0,3820.5
Raw_Observation_010_Set1.tiff,star,star_Raw_Observation_010_Set1_2462_3848.png,0.2233127696324106,2462,3848,15,15,2469.5,3855.5
Raw_Observation_010_Set1.tiff,star,star_Raw_Observation_010_Set1_1947_4229.png,0.169731037066576,1947,4229,13,13,1953.5,4235.5
Raw_Observation_011_Set1.tiff,star,star_Raw_Observation_011_Set1_1853_192.png,0.0526960515360373,1853,192,11,11,1858.5,197.5
Raw_Observation_011_Set1.tiff,star,star_Raw_Observation_011_Set1_2542_514.png,0.2192265549230895,2542,514,10,10,2547.0,519.0
Raw_Observation_011_Set1.tiff,star,star_Raw_Observation_011_Set1_1973_541.png,0.1396704815951018,1973,541,11,11,1978.5,546.5
Raw_Observation_011_Set1.tiff,streak,streak_Raw_Observation_011_Set1_2033_701.png,0.9161154930528768,2033,701,23,9,2044.5,705.5
Raw_Observation_011_Set1.tiff,star,star_Raw_Observation_011_Set1_1090_776.png,0.2843900969713278,1090,776,18,19,1099.0,785.5
Raw_Observation_011_Set1.tiff,star,star_Raw_Observation_011_Set1_3773_906.png,0.2721558849133587,3773,906,13,13,3779.5,912.5
Raw_Observation_011_Set1.tiff,star,star_Raw_Observation_011_Set1_2022_964.png,0.4093741253397886,2022,964,11,10,2027.5,969.0
Raw_Observation_011_Set1.tiff,star,star_Raw_Observation_011_Set1_3652_979.png,0.3123967028972904,3652,979,11,11,3657.5,984.5
Raw_Observation_011_Set1.tiff,star,star_Raw_Observation_011_Set1_3588_987.png,0.2326531104879975,3588,987,11,11,3593.5,992.5
Raw_Observation_011_Set1.tiff,star,star_Raw_Observation_011_Set1_2950_990.png,0.1861579661631781,2950,990,12,12,2956.0,996.0
Raw_Observation_011_Set1.tiff,star,star_Raw_Observation_011_Set1_3520_1170.png,0.3421033027985811,3520,1170,11,12,3525.5,1176.0
Raw_Observation_011_Set1.tiff,star,star_Raw_Observation_011_Set1_2403_1216.png,0.2814209838655773,2403,1216,11,11,2408.5,1221.5
Raw_Observation_011_Set1.tiff,streak,streak_Raw_Observation_011_Set1_2892_1226.png,0.9850260452981432,2892,1226,111,28,2947.5,1240.0
Raw_Observation_011_Set1.tiff,star,star_Raw_Observation_011_Set1_201_1405.png,0.1662681650546837,201,1405,15,15,208.5,1412.5
Raw_Observation_011_Set1.tiff,star,star_Raw_Observation_011_Set1_3359_1457.png,0.1872143502404977,3359,1457,12,12,3365.0,1463.0
Raw_Observation_011_Set1.tiff,star,star_Raw_Observation_011_Set1_1272_1460.png,0.3042307688247714,1272,1460,12,12,1278.0,1466.0
Raw_Observation_011_Set1.tiff,star,star_Raw_Observation_011_Set1_2522_1684.png,0.2671084335907062,2522,1684,12,12,2528.0,1690.0
Raw_Observation_011_Set1.tiff,star,star_Raw_Observation_011_Set1_2223_1995.png,0.3456903379927014,2223,1995,11,10,2228.5,2000.0
Raw_Observation_011_Set1.tiff,star,star_Raw_Observation_011_Set1_3292_2507.png,0.246217220166133,3292,2507,13,13,3298.5,2513.5
Raw_Observation_011_Set1.tiff,star,star_Raw_Observation_011_Set1_697_2538.png,0.2711933885844838,697,2538,11,11,702.5,2543.5
Raw_Observation_011_Set1.tiff,star,star_Raw_Observation_011_Set1_3541_2645.png,0.2221176349670699,3541,2645,10,10,3546.0,2650.0
Raw_Observation_011_Set1.tiff,star,star_Raw_Observation_011_Set1_1602_2690.png,0.2589155910683331,1602,2690,15,15,1609.5,2697.5
Raw_Observation_011_Set1.tiff,star,star_Raw_Observation_011_Set1_196_2788.png,0.0381359355798173,196,2788,13,13,202.5,2794.5
Raw_Observation_011_Set1.tiff,star,star_Raw_Observation_011_Set1_2570_2825.png,0.2070639919454545,2570,2825,21,20,2580.5,2835.0
Raw_Observation_011_Set1.tiff,star,star_Raw_Observation_011_Set1_1402_2954.png,0.3227488180855937,1402,2954,13,13,1408.5,2960.5
Raw_Observation_011_Set1.tiff,star,star_Raw_Observation_011_Set1_4152_3259.png,0.3980198684717584,4152,3259,10,9,4157.0,3263.5
Raw_Observation_011_Set1.tiff,star,star_Raw_Observation_011_Set1_1846_3338.png,0.3087557492928949,1846,3338,11,12,1851.5,3344.0
Raw_Observation_011_Set1.tiff,star,star_Raw_Observation_011_Set1_1618_3426.png,0.1885385612519813,1618,3426,16,15,1626.0,3433.5
Raw_Observation_011_Set1.tiff,star,star_Raw_Observation_011_Set1_3851_3465.png,0.0898155862170578,3851,3465,18,18,3860.0,3474.0
Raw_Observation_011_Set1.tiff,star,star_Raw_Observation_011_Set1_1937_3557.png,0.3154462748763587,1937,3557,10,11,1942.0,3562.5
Raw_Observation_011_Set1.tiff,star,star_Raw_Observation_011_Set1_944_3568.png,0.1326171352408804,944,3568,17,17,952.5,3576.5
Raw_Observation_011_Set1.tiff,star,star_Raw_Observation_011_Set1_3224_3812.png,0.241033581872651,3224,3812,17,16,3232.5,3820.0
Raw_Observation_011_Set1.tiff,star,star_Raw_Observation_011_Set1_2463_3848.png,0.1998208917871764,2463,3848,15,15,2470.5,3855.5
Raw_Observation_011_Set1.tiff,star,star_Raw_Observation_011_Set1_1947_4228.png,0.2561434590778215,1947,4228,14,13,1954.0,4234.5
Raw_Observation_012_Set2.tiff,star,star_Raw_Observation_012_Set2_1468_895.png,0.0876333479384622,1468,895,20,21,1478.0,905.5
Raw_Observation_012_Set2.tiff,star,star_Raw_Observation_012_Set2_3476_1052.png,0.1864782745116365,3476,1052,13,13,3482.5,1058.5
Raw_Observation_012_Set2.tiff,star,star_Raw_Observation_012_Set2_2865_1265.png,0.2551733176286221,2865,1265,11,11,2870.5,1270.5
Raw_Observation_012_Set2.tiff,star,star_Raw_Observation_012_Set2_2342_1363.png,0.1801122373162083,2342,1363,16,16,2350.0,1371.0
Raw_Observation_012_Set2.tiff,star,star_Raw_Observation_012_Set2_1441_1364.png,0.0553467778326244,1441,1364,11,11,1446.5,1369.5
Raw_Observation_012_Set2.tiff,star,star_Raw_Observation_012_Set2_2270_1408.png,0.152912860158898,2270,1408,21,21,2280.5,1418.5
Raw_Observation_012_Set2.tiff,star,star_Raw_Observation_012_Set2_964_1561.png,0.1675025369310852,964,1561,16,16,972.0,1569.0
Raw_Observation_012_Set2.tiff,star,star_Raw_Observation_012_Set2_3464_1606.png,0.2328536446617374,3464,1606,13,13,3470.5,1612.5
Raw_Observation_012_Set2.tiff,star,star_Raw_Observation_012_Set2_1246_1635.png,0.1542560788077032,1246,1635,20,20,1256.0,1645.0
Raw_Observation_012_Set2.tiff,star,star_Raw_Observation_012_Set2_1950_1765.png,0.2067400864384203,1950,1765,22,22,1961.0,1776.0
Raw_Observation_012_Set2.tiff,star,star_Raw_Observation_012_Set2_2517_1847.png,0.075169867718357,2517,1847,13,13,2523.5,1853.5
Raw_Observation_012_Set2.tiff,star,star_Raw_Observation_012_Set2_4315_1901.png,0.0,4315,1901,19,19,4324.5,1910.5
Raw_Observation_012_Set2.tiff,star,star_Raw_Observation_012_Set2_1485_2081.png,0.1451860641871995,1485,2081,12,12,1491.0,2087.0
Raw_Observation_012_Set2.tiff,star,star_Raw_Observation_012_Set2_1722_2373.png,0.3100385776856347,1722,2373,12,13,1728.0,2379.5
Raw_Observation_012_Set2.tiff,star,star_Raw_Observation_012_Set2_1409_2625.png,0.2403880815972882,1409,2625,14,14,1416.0,2632.0
Raw_Observation_012_Set2.tiff,star,star_Raw_Observation_012_Set2_4099_2630.png,0.1499516786175293,4099,2630,15,15,4106.5,2637.5
Raw_Observation_012_Set2.tiff,star,star_Raw_Observation_012_Set2_2612_2639.png,0.2057909203226494,2612,2639,11,11,2617.5,2644.5
