image,bbox_x,bbox_y,bbox_width,bbox_height,object_type
Raw_Observation_013_Set2_512_1024.tiff,444,383,21,21,star
Raw_Observation_013_Set2_1024_1024.tiff,416,339,13,13,star
Raw_Observation_013_Set2_1024_2048.tiff,293,338,17,17,star
Raw_Observation_013_Set2_1024_2048.tiff,221,384,22,22,star
Raw_Observation_013_Set2_1024_2560.tiff,304,239,13,14,star
Raw_Observation_013_Set2_1024_3072.tiff,404,28,13,13,star
Raw_Observation_013_Set2_1536_0.tiff,446,449,11,11,star
Raw_Observation_013_Set2_1536_512.tiff,452,24,17,17,star
Raw_Observation_013_Set2_1536_512.tiff,145,350,11,11,star
Raw_Observation_013_Set2_1536_1024.tiff,118,19,11,11,star
Raw_Observation_013_Set2_1536_1024.tiff,222,98,21,21,star
Raw_Observation_013_Set2_1536_1536.tiff,414,229,23,23,star
Raw_Observation_013_Set2_1536_2048.tiff,469,310,14,15,star
Raw_Observation_013_Set2_1536_3072.tiff,391,69,15,14,star
Raw_Observation_013_Set2_1536_3072.tiff,135,156,12,12,star
Raw_Observation_013_Set2_1536_4096.tiff,219,365,19,19,star
Raw_Observation_013_Set2_2048_1024.tiff,460,32,14,14,star
Raw_Observation_013_Set2_2048_1536.tiff,185,324,14,15,star
Raw_Observation_013_Set2_2560_1024.tiff,384,64,16,16,star
Raw_Observation_013_Set2_2560_2560.tiff,51,79,13,12,star
Raw_Observation_013_Set2_2560_4096.tiff,3,70,16,16,star
Raw_Observation_013_Set2_3072_0.tiff,358,194,13,13,star
Raw_Observation_013_Set2_3072_1024.tiff,6,140,13,12,star
Raw_Observation_013_Set2_3072_1024.tiff,160,167,17,17,star
Raw_Observation_013_Set2_3072_1536.tiff,407,56,12,12,star
Raw_Observation_013_Set2_3072_2048.tiff,276,328,15,15,star
Raw_Observation_013_Set2_3584_1024.tiff,422,7,18,18,star
Raw_Observation_013_Set2_3584_1536.tiff,471,111,13,13,star
Raw_Observation_013_Set2_3584_2560.tiff,497,441,12,11,star
Raw_Observation_013_Set2_3584_3072.tiff,357,371,14,14,star
Raw_Observation_013_Set2_3584_3584.tiff,206,159,14,13,star
Raw_Observation_014_Set2_512_1024.tiff,443,383,22,21,star
Raw_Observation_014_Set2_1024_1024.tiff,416,339,13,13,star
Raw_Observation_014_Set2_1024_2048.tiff,293,338,17,17,star
Raw_Observation_014_Set2_1024_2048.tiff,222,384,21,22,star
Raw_Observation_014_Set2_1024_2560.tiff,304,240,13,13,star
Raw_Observation_014_Set2_1024_3072.tiff,404,28,13,13,star
Raw_Observation_014_Set2_1536_0.tiff,446,449,11,11,star
Raw_Observation_014_Set2_1536_512.tiff,452,24,17,17,star
Raw_Observation_014_Set2_1536_512.tiff,145,350,11,11,star
Raw_Observation_014_Set2_1536_1024.tiff,118,19,11,11,star
Raw_Observation_014_Set2_1536_1024.tiff,222,98,21,21,star
Raw_Observation_014_Set2_1536_1536.tiff,414,229,23,23,star
Raw_Observation_014_Set2_1536_2048.tiff,469,310,14,15,star
Raw_Observation_014_Set2_1536_3072.tiff,391,69,15,14,star
Raw_Observation_014_Set2_1536_3072.tiff,136,156,11,12,star
Raw_Observation_014_Set2_1536_4096.tiff,219,365,19,19,star
Raw_Observation_014_Set2_2048_1024.tiff,460,32,13,14,star
Raw_Observation_014_Set2_2048_1536.tiff,185,324,14,15,star
Raw_Observation_014_Set2_2560_1024.tiff,384,64,16,16,star
Raw_Observation_014_Set2_2560_2560.tiff,51,79,13,12,star
Raw_Observation_014_Set2_2560_4096.tiff,3,70,16,15,star
Raw_Observation_014_Set2_3072_0.tiff,358,194,13,13,star
Raw_Observation_014_Set2_3072_1024.tiff,7,140,11,12,star
Raw_Observation_014_Set2_3072_1024.tiff,160,167,17,17,star
Raw_Observation_014_Set2_3072_1536.tiff,407,56,12,12,star
Raw_Observation_014_Set2_3072_2048.tiff,276,328,15,15,star
Raw_Observation_014_Set2_3584_1024.tiff,422,7,18,18,star
Raw_Observation_014_Set2_3584_1536.tiff,471,111,13,13,star
Raw_Observation_014_Set2_3584_2560.tiff,498,441,11,11,star
Raw_Observation_014_Set2_3584_3072.tiff,357,371,14,14,star
Raw_Observation_014_Set2_3584_3584.tiff,175,157,14,13,star
Raw_Observation_015_Set2_512_1024.tiff,443,383,22,21,star
Raw_Observation_015_Set2_1024_1024.tiff,416,339,13,13,star
Raw_Observation_015_Set2_1024_2048.tiff,293,338,17,17,star
Raw_Observation_015_Set2_1024_2048.tiff,221,384,22,22,star
Raw_Observation_015_Set2_1024_2560.tiff,304,240,13,13,star
Raw_Observation_015_Set2_1024_3072.tiff,404,28,13,13,star
Raw_Observation_015_Set2_1536_0.tiff,446,449,11,11,star
Raw_Observation_015_Set2_1536_512.tiff,452,24,17,17,star
Raw_Observation_015_Set2_1536_512.tiff,145,350,11,11,star
Raw_Observation_015_Set2_1536_1024.tiff,118,19,11,11,star
Raw_Observation_015_Set2_1536_1024.tiff,222,98,21,21,star
Raw_Observation_015_Set2_1536_1536.tiff,414,229,23,23,star
Raw_Observation_015_Set2_1536_2048.tiff,468,310,15,15,star
Raw_Observation_015_Set2_1536_3072.tiff,391,69,15,15,star
Raw_Observation_015_Set2_1536_3072.tiff,135,156,12,12,star
Raw_Observation_015_Set2_1536_4096.tiff,219,365,19,19,star
Raw_Observation_015_Set2_2048_1024.tiff,460,32,14,14,star
Raw_Observation_015_Set2_2048_1536.tiff,185,324,14,15,star
Raw_Observation_015_Set2_2560_1024.tiff,384,64,16,16,star
Raw_Observation_015_Set2_2560_2560.tiff,51,78,13,13,star
Raw_Observation_015_Set2_2560_4096.tiff,3,70,16,16,star
Raw_Observation_015_Set2_3072_0.tiff,358,194,13,13,star
Raw_Observation_015_Set2_3072_1024.tiff,6,140,13,12,star
Raw_Observation_015_Set2_3072_1024.tiff,160,167,17,17,star
Raw_Observation_015_Set2_3072_1536.tiff,407,56,12,12,star
Raw_Observation_015_Set2_3072_2048.tiff,276,328,15,15,star
Raw_Observation_015_Set2_3584_1024.tiff,422,7,18,19,star
Raw_Observation_015_Set2_3584_1536.tiff,470,111,14,13,star
Raw_Observation_015_Set2_3584_2560.tiff,498,440,11,12,star
Raw_Observation_015_Set2_3584_3072.tiff,357,371,14,14,star
Raw_Observation_015_Set2_3584_3584.tiff,136,155,15,13,star
Raw_Observation_016_Set2_512_1024.tiff,444,383,21,21,star
Raw_Observation_016_Set2_1024_1024.tiff,416,339,13,13,star
Raw_Observation_016_Set2_1024_2048.tiff,293,338,17,17,star
Raw_Observation_016_Set2_1024_2048.tiff,221,384,22,22,star
Raw_Observation_016_Set2_1024_2560.tiff,304,240,13,12,star
Raw_Observation_016_Set2_1024_3072.tiff,404,28,13,13,star
Raw_Observation_016_Set2_1536_0.tiff,446,449,11,11,star
Raw_Observation_016_Set2_1536_512.tiff,452,24,17,17,star
Raw_Observation_016_Set2_1536_512.tiff,145,350,11,11,star
Raw_Observation_016_Set2_1536_1024.tiff,118,19,11,11,star
Raw_Observation_016_Set2_1536_1024.tiff,222,98,21,21,star
Raw_Observation_016_Set2_1536_1536.tiff,414,229,23,23,star
Raw_Observation_016_Set2_1536_2048.tiff,468,310,15,15,star
Raw_Observation_016_Set2_1536_3072.tiff,391,69,15,14,star
Raw_Observation_016_Set2_1536_3072.tiff,135,156,12,12,star
Raw_Observation_016_Set2_1536_4096.tiff,219,365,19,19,star
Raw_Observation_016_Set2_2048_1024.tiff,460,33,13,13,star
Raw_Observation_016_Set2_2048_1536.tiff,185,324,14,15,star
Raw_Observation_016_Set2_2560_1024.tiff,384,64,16,16,star
Raw_Observation_016_Set2_2560_2560.tiff,51,79,13,12,star
Raw_Observation_016_Set2_2560_4096.tiff,3,70,16,16,star
Raw_Observation_016_Set2_3072_0.tiff,358,194,13,13,star
Raw_Observation_016_Set2_3072_1024.tiff,6,140,12,12,star
Raw_Observation_016_Set2_3072_1024.tiff,160,167,17,17,star
Raw_Observation_016_Set2_3072_1536.tiff,407,56,12,12,star
Raw_Observation_016_Set2_3072_2048.tiff,276,328,15,15,star
Raw_Observation_016_Set2_3584_1024.tiff,422,7,18,18,star
Raw_Observation_016_Set2_3584_1536.tiff,471,111,13,13,star
Raw_Observation_016_Set2_3584_2560.tiff,497,441,12,11,star
Raw_Observation_016_Set2_3584_3072.tiff,357,371,14,14,star
Raw_Observation_016_Set2_3584_3584.tiff,98,153,14,12,star
Raw_Observation_017_Set2_512_1024.tiff,443,383,22,21,star
Raw_Observation_017_Set2_1024_1024.tiff,416,339,13,13,star
Raw_Observation_017_Set2_1024_2048.tiff,293,338,17,17,star
Raw_Observation_017_Set2_1024_2048.tiff,221,384,22,22,star
Raw_Observation_017_Set2_1024_2560.tiff,304,240,13,12,star
Raw_Observation_017_Set2_1024_3072.tiff,404,28,13,13,star
Raw_Observation_017_Set2_1536_0.tiff,446,449,11,11,star
Raw_Observation_017_Set2_1536_512.tiff,452,24,17,17,star
Raw_Observation_017_Set2_1536_512.tiff,145,350,11,11,star
Raw_Observation_017_Set2_1536_1024.tiff,118,19,11,11,star
Raw_Observation_017_Set2_1536_1024.tiff,222,98,21,21,star
Raw_Observation_017_Set2_1536_1536.tiff,414,229,23,23,star
Raw_Observation_017_Set2_1536_2048.tiff,469,311,14,14,star
Raw_Observation_017_Set2_1536_3072.tiff,391,69,15,15,star
Raw_Observation_017_Set2_1536_3072.tiff,135,156,12,12,star
Raw_Observation_017_Set2_1536_4096.tiff,219,365,19,19,star
Raw_Observation_017_Set2_2048_1024.tiff,460,33,14,13,star
Raw_Observation_017_Set2_2048_1536.tiff,185,324,14,15,star
Raw_Observation_017_Set2_2560_1024.tiff,384,64,16,16,star
Raw_Observation_017_Set2_2560_2560.tiff,51,78,13,13,star
Raw_Observation_017_Set2_2560_4096.tiff,3,70,16,16,star
Raw_Observation_017_Set2_3072_0.tiff,358,194,13,13,star
Raw_Observation_017_Set2_3072_1024.tiff,7,140,12,12,star
Raw_Observation_017_Set2_3072_1024.tiff,160,167,17,17,star
Raw_Observation_017_Set2_3072_1536.tiff,407,56,12,12,star
Raw_Observation_017_Set2_3072_2048.tiff,276,328,15,15,star
Raw_Observation_017_Set2_3584_1024.tiff,422,7,18,19,star
Raw_Observation_017_Set2_3584_1536.tiff,471,111,13,13,star
Raw_Observation_017_Set2_3584_2560.tiff,498,441,11,11,star
Raw_Observation_017_Set2_3584_3072.tiff,357,371,14,14,star
Raw_Observation_017_Set2_3584_3584.tiff,59,150,15,13,star
Raw_Observation_018_Set2_512_1024.tiff,443,383,22,21,star
Raw_Observation_018_Set2_1024_1024.tiff,416,339,13,13,star
Raw_Observation_018_Set2_1024_2048.tiff,293,338,17,17,star
Raw_Observation_018_Set2_1024_2048.tiff,221,384,22,22,star
Raw_Observation_018_Set2_1024_2560.tiff,304,240,13,13,star
Raw_Observation_018_Set2_1024_3072.tiff,404,28,13,13,star
Raw_Observation_018_Set2_1536_0.tiff,446,449,11,11,star
Raw_Observation_018_Set2_1536_512.tiff,452,24,17,17,star
Raw_Observation_018_Set2_1536_512.tiff,145,350,11,11,star
Raw_Observation_018_Set2_1536_1024.tiff,118,19,11,11,star
Raw_Observation_018_Set2_1536_1024.tiff,222,98,21,21,star
Raw_Observation_018_Set2_1536_1536.tiff,414,229,23,23,star
Raw_Observation_018_Set2_1536_2048.tiff,469,310,14,15,star
Raw_Observation_018_Set2_1536_3072.tiff,391,69,15,14,star
Raw_Observation_018_Set2_1536_3072.tiff,136,156,11,12,star
Raw_Observation_018_Set2_1536_4096.tiff,219,365,19,19,star
Raw_Observation_018_Set2_2048_1024.tiff,460,33,13,13,star
Raw_Observation_018_Set2_2048_1536.tiff,185,324,14,15,star
Raw_Observation_018_Set2_2560_1024.tiff,384,64,16,16,star
Raw_Observation_018_Set2_2560_2560.tiff,51,79,13,12,star
Raw_Observation_018_Set2_2560_4096.tiff,3,70,16,16,star
Raw_Observation_018_Set2_3072_0.tiff,358,194,13,13,star
Raw_Observation_018_Set2_3072_1024.tiff,7,140,12,12,star
Raw_Observation_018_Set2_3072_1024.tiff,160,167,17,17,star
Raw_Observation_018_Set2_3072_1536.tiff,407,56,12,12,star
Raw_Observation_018_Set2_3072_2048.tiff,276,328,15,15,star
Raw_Observation_018_Set2_3584_1024.tiff,422,7,18,18,star
Raw_Observation_018_Set2_3584_1536.tiff,470,111,14,13,star
Raw_Observation_018_Set2_3584_2560.tiff,498,441,11,11,star
Raw_Observation_018_Set2_3584_3072.tiff,357,371,14,14,star
Raw_Observation_018_Set2_3584_3584.tiff,21,148,14,12,star
Raw_Observation_019_Set2_512_1024.tiff,443,383,22,21,star
Raw_Observation_019_Set2_1024_1024.tiff,416,339,13,13,star
Raw_Observation_019_Set2_1024_2048.tiff,293,338,17,17,star
Raw_Observation_019_Set2_1024_2048.tiff,222,384,21,22,star
Raw_Observation_019_Set2_1024_2560.tiff,304,240,13,13,star
Raw_Observation_019_Set2_1024_3072.tiff,404,28,13,13,star
Raw_Observation_019_Set2_1536_0.tiff,446,449,11,11,star
Raw_Observation_019_Set2_1536_512.tiff,452,24,17,17,star
Raw_Observation_019_Set2_1536_512.tiff,145,350,11,11,star
Raw_Observation_019_Set2_1536_1024.tiff,118,19,11,11,star
Raw_Observation_019_Set2_1536_1024.tiff,222,98,21,21,star
Raw_Observation_019_Set2_1536_1536.tiff,414,229,23,23,star
Raw_Observation_019_Set2_1536_2048.tiff,468,310,15,15,star
Raw_Observation_019_Set2_1536_3072.tiff,391,69,15,15,star
Raw_Observation_019_Set2_1536_3072.tiff,135,156,12,12,star
Raw_Observation_019_Set2_1536_4096.tiff,219,365,19,19,star
Raw_Observation_019_Set2_2048_1024.tiff,460,32,14,14,star
Raw_Observation_019_Set2_2048_1536.tiff,185,324,14,15,star
Raw_Observation_019_Set2_2560_1024.tiff,384,64,16,16,star
Raw_Observation_019_Set2_2560_2560.tiff,51,79,13,12,star
Raw_Observation_019_Set2_2560_4096.tiff,3,70,16,16,star
Raw_Observation_019_Set2_3072_0.tiff,358,194,13,13,star
Raw_Observation_019_Set2_3072_1024.tiff,6,140,12,12,star
Raw_Observation_019_Set2_3072_1024.tiff,160,167,17,17,star
Raw_Observation_019_Set2_3072_1536.tiff,407,56,12,12,star
Raw_Observation_019_Set2_3072_2048.tiff,276,328,15,15,star
Raw_Observation_019_Set2_3584_1024.tiff,422,7,18,19,star
Raw_Observation_019_Set2_3584_1536.tiff,471,111,13,13,star
Raw_Observation_019_Set2_3584_2560.tiff,498,441,11,11,star
Raw_Observation_019_Set2_3584_3072.tiff,494,146,14,12,star
Raw_Observation_019_Set2_3584_3072.tiff,357,371,14,14,star
Raw_Observation_020_Set2_512_1024.tiff,443,383,22,21,star
Raw_Observation_020_Set2_1024_1024.tiff,416,339,13,13,star
Raw_Observation_020_Set2_1024_2048.tiff,293,338,17,17,star
Raw_Observation_020_Set2_1024_2048.tiff,222,384,21,22,star
Raw_Observation_020_Set2_1024_2560.tiff,304,240,13,13,star
Raw_Observation_020_Set2_1024_3072.tiff,404,28,13,13,star
Raw_Observation_020_Set2_1536_0.tiff,446,449,11,11,star
Raw_Observation_020_Set2_1536_512.tiff,452,24,17,17,star
Raw_Observation_020_Set2_1536_512.tiff,145,350,11,11,star
Raw_Observation_020_Set2_1536_1024.tiff,118,19,11,11,star
Raw_Observation_020_Set2_1536_1024.tiff,222,98,21,21,star
Raw_Observation_020_Set2_1536_1536.tiff,414,229,23,23,star
Raw_Observation_020_Set2_1536_2048.tiff,468,311,15,14,star
Raw_Observation_020_Set2_1536_3072.tiff,391,69,15,14,star
Raw_Observation_020_Set2_1536_3072.tiff,136,156,11,12,star
Raw_Observation_020_Set2_1536_4096.tiff,219,365,19,19,star
Raw_Observation_020_Set2_2048_1024.tiff,460,33,13,13,star
Raw_Observation_020_Set2_2048_1536.tiff,185,324,14,15,star
Raw_Observation_020_Set2_2560_1024.tiff,384,64,16,16,star
Raw_Observation_020_Set2_2560_2560.tiff,51,79,13,12,star
Raw_Observation_020_Set2_2560_4096.tiff,3,70,16,16,star
Raw_Observation_020_Set2_3072_0.tiff,358,194,13,13,star
Raw_Observation_020_Set2_3072_1024.tiff,6,140,13,12,star
Raw_Observation_020_Set2_3072_1024.tiff,160,167,17,17,star
Raw_Observation_020_Set2_3072_1536.tiff,407,56,12,12,star
Raw_Observation_020_Set2_3072_2048.tiff,276,328,15,15,star
Raw_Observation_020_Set2_3584_1024.tiff,422,7,18,18,star
Raw_Observation_020_Set2_3584_1536.tiff,471,111,13,13,star
Raw_Observation_020_Set2_3584_2560.tiff,498,441,11,11,star
Raw_Observation_020_Set2_3584_3072.tiff,455,143,15,13,star
Raw_Observation_020_Set2_3584_3072.tiff,357,371,14,14,star
Raw_Observation_021_Set2_512_1024.tiff,443,383,22,21,star
Raw_Observation_021_Set2_1024_1024.tiff,416,339,13,13,star
Raw_Observation_021_Set2_1024_2048.tiff,293,338,17,17,star
Raw_Observation_021_Set2_1024_2048.tiff,222,384,21,22,star
Raw_Observation_021_Set2_1024_2560.tiff,304,239,13,14,star
Raw_Observation_021_Set2_1024_3072.tiff,404,28,13,13,star
Raw_Observation_021_Set2_1536_0.tiff,446,449,11,11,star
Raw_Observation_021_Set2_1536_512.tiff,452,24,17,18,star
Raw_Observation_021_Set2_1536_512.tiff,145,350,11,11,star
Raw_Observation_021_Set2_1536_1024.tiff,118,19,11,11,star
Raw_Observation_021_Set2_1536_1024.tiff,222,98,21,21,star
Raw_Observation_021_Set2_1536_1536.tiff,414,229,23,23,star
Raw_Observation_021_Set2_1536_2048.tiff,468,310,15,15,star
Raw_Observation_021_Set2_1536_3072.tiff,391,69,15,14,star
Raw_Observation_021_Set2_1536_3072.tiff,135,156,12,12,star
Raw_Observation_021_Set2_1536_4096.tiff,219,365,19,19,star
Raw_Observation_021_Set2_2048_1024.tiff,460,33,14,13,star
Raw_Observation_021_Set2_2048_1536.tiff,185,324,14,15,star
Raw_Observation_021_Set2_2560_1024.tiff,384,64,16,16,star
Raw_Observation_021_Set2_2560_2560.tiff,51,79,13,12,star
Raw_Observation_021_Set2_2560_4096.tiff,3,70,16,16,star
Raw_Observation_021_Set2_3072_0.tiff,358,194,13,13,star
Raw_Observation_021_Set2_3072_1024.tiff,7,140,12,12,star
Raw_Observation_021_Set2_3072_1024.tiff,160,167,17,17,star
Raw_Observation_021_Set2_3072_1536.tiff,407,56,12,12,star
Raw_Observation_021_Set2_3072_2048.tiff,276,328,15,15,star
Raw_Observation_021_Set2_3584_1024.tiff,422,7,18,18,star
Raw_Observation_021_Set2_3584_1536.tiff,471,111,13,13,star
Raw_Observation_021_Set2_3584_2560.tiff,498,441,11,11,star
Raw_Observation_021_Set2_3584_3072.tiff,416,141,16,13,star
Raw_Observation_021_Set2_3584_3072.tiff,357,371,14,14,star
Raw_Observation_022_Set2_512_1024.tiff,444,383,21,21,star
Raw_Observation_022_Set2_1024_1024.tiff,416,339,13,13,star
Raw_Observation_022_Set2_1024_2048.tiff,293,338,17,17,star
Raw_Observation_022_Set2_1024_2048.tiff,222,384,21,22,star
Raw_Observation_022_Set2_1024_2560.tiff,304,240,13,13,star
Raw_Observation_022_Set2_1024_3072.tiff,404,28,13,13,star
Raw_Observation_022_Set2_1536_0.tiff,446,449,11,11,star
Raw_Observation_022_Set2_1536_512.tiff,452,24,17,17,star
Raw_Observation_022_Set2_1536_512.tiff,145,350,11,11,star
Raw_Observation_022_Set2_1536_1024.tiff,118,19,11,11,star
Raw_Observation_022_Set2_1536_1024.tiff,222,98,21,21,star
Raw_Observation_022_Set2_1536_1536.tiff,414,229,23,23,star
Raw_Observation_022_Set2_1536_2048.tiff,469,311,14,14,star
Raw_Observation_022_Set2_1536_3072.tiff,391,69,15,15,star
Raw_Observation_022_Set2_1536_3072.tiff,135,156,12,12,star
Raw_Observation_022_Set2_1536_4096.tiff,219,365,19,19,star
Raw_Observation_022_Set2_2048_1024.tiff,460,33,14,13,star
Raw_Observation_022_Set2_2048_1536.tiff,185,324,14,15,star
Raw_Observation_022_Set2_2560_1024.tiff,384,64,16,16,star
Raw_Observation_022_Set2_2560_2560.tiff,51,78,13,13,star
Raw_Observation_022_Set2_2560_4096.tiff,3,70,16,16,star
Raw_Observation_022_Set2_3072_0.tiff,358,194,13,13,star
Raw_Observation_022_Set2_3072_1024.tiff,6,140,12,12,star
Raw_Observation_022_Set2_3072_1024.tiff,160,167,17,17,star
Raw_Observation_022_Set2_3072_1536.tiff,407,56,12,12,star
Raw_Observation_022_Set2_3072_2048.tiff,276,328,15,15,star
Raw_Observation_022_Set2_3584_1024.tiff,422,7,18,18,star
Raw_Observation_022_Set2_3584_1536.tiff,471,111,13,13,star
Raw_Observation_022_Set2_3584_2560.tiff,498,441,11,11,star
Raw_Observation_022_Set2_3584_3072.tiff,385,139,16,13,star
Raw_Observation_022_Set2_3584_3072.tiff,357,371,14,14,star
Raw_Observation_023_Set3_512_1024.tiff,444,383,20,21,star
Raw_Observation_023_Set3_1024_1024.tiff,417,340,11,11,star
Raw_Observation_023_Set3_1024_2048.tiff,294,339,16,16,star
Raw_Observation_023_Set3_1024_2048.tiff,222,385,21,20,star
Raw_Observation_023_Set3_1024_2560.tiff,305,241,11,10,star
Raw_Observation_023_Set3_1024_3072.tiff,404,28,12,13,star
Raw_Observation_023_Set3_1536_512.tiff,452,25,16,16,star
Raw_Observation_023_Set3_1536_1024.tiff,222,99,20,20,star
Raw_Observation_023_Set3_1536_1536.tiff,414,229,22,22,star
Raw_Observation_023_Set3_1536_2048.tiff,469,311,13,13,star
Raw_Observation_023_Set3_1536_3072.tiff,392,70,13,13,star
Raw_Observation_023_Set3_1536_4096.tiff,219,365,19,19,star
Raw_Observation_023_Set3_2048_1024.tiff,461,33,12,12,star
Raw_Observation_023_Set3_2048_1536.tiff,186,325,12,13,star
Raw_Observation_023_Set3_2560_1024.tiff,385,65,14,14,star
Raw_Observation_023_Set3_2560_2560.tiff,52,80,11,10,star
Raw_Observation_023_Set3_2560_4096.tiff,3,70,15,15,star
Raw_Observation_023_Set3_3072_0.tiff,359,195,11,11,star
Raw_Observation_023_Set3_3072_1024.tiff,8,141,10,10,star
Raw_Observation_023_Set3_3072_1024.tiff,161,168,15,15,star
Raw_Observation_023_Set3_3072_1536.tiff,408,57,10,10,star
Raw_Observation_023_Set3_3072_2048.tiff,277,329,13,14,star
Raw_Observation_023_Set3_3584_1024.tiff,422,8,18,17,star
Raw_Observation_023_Set3_3584_1536.tiff,472,111,11,13,star
Raw_Observation_023_Set3_3584_3072.tiff,358,372,12,12,star
Raw_Observation_024_Set3_512_1024.tiff,443,383,22,21,star
Raw_Observation_024_Set3_1024_1024.tiff,416,339,13,13,star
Raw_Observation_024_Set3_1024_2048.tiff,293,338,17,17,star
Raw_Observation_024_Set3_1024_2048.tiff,221,384,22,22,star
Raw_Observation_024_Set3_1024_2560.tiff,304,240,13,12,star
Raw_Observation_024_Set3_1024_3072.tiff,404,28,13,13,star
Raw_Observation_024_Set3_1536_0.tiff,446,449,11,11,star
Raw_Observation_024_Set3_1536_512.tiff,452,24,17,17,star
Raw_Observation_024_Set3_1536_512.tiff,145,350,11,11,star
Raw_Observation_024_Set3_1536_1024.tiff,118,19,11,11,star
Raw_Observation_024_Set3_1536_1024.tiff,222,98,21,21,star
Raw_Observation_024_Set3_1536_1536.tiff,414,229,23,23,star
Raw_Observation_024_Set3_1536_2048.tiff,469,310,14,15,star
Raw_Observation_024_Set3_1536_3072.tiff,391,69,15,15,star
Raw_Observation_024_Set3_1536_3072.tiff,136,156,11,12,star
Raw_Observation_024_Set3_1536_4096.tiff,219,365,19,19,star
Raw_Observation_024_Set3_2048_1024.tiff,460,33,14,13,star
Raw_Observation_024_Set3_2048_1536.tiff,185,324,14,15,star
Raw_Observation_024_Set3_2560_1024.tiff,384,64,16,16,star
Raw_Observation_024_Set3_2560_2560.tiff,208,23,14,9,star
Raw_Observation_024_Set3_2560_2560.tiff,51,78,13,13,star
Raw_Observation_024_Set3_2560_4096.tiff,3,70,16,15,star
Raw_Observation_024_Set3_3072_0.tiff,358,194,13,13,star
Raw_Observation_024_Set3_3072_1024.tiff,6,140,13,12,star
Raw_Observation_024_Set3_3072_1024.tiff,160,167,17,17,star
Raw_Observation_024_Set3_3072_1536.tiff,407,56,12,12,star
Raw_Observation_024_Set3_3072_2048.tiff,276,328,15,15,star
Raw_Observation_024_Set3_3584_1024.tiff,422,7,18,18,star
Raw_Observation_024_Set3_3584_1536.tiff,471,111,13,13,star
Raw_Observation_024_Set3_3584_2560.tiff,498,441,11,11,star
Raw_Observation_024_Set3_3584_3072.tiff,357,371,14,14,star
Raw_Observation_025_Set3_512_1024.tiff,444,383,21,21,star
Raw_Observation_025_Set3_1024_1024.tiff,416,339,13,13,star
Raw_Observation_025_Set3_1024_2048.tiff,293,338,17,17,star
Raw_Observation_025_Set3_1024_2048.tiff,221,384,22,22,star
Raw_Observation_025_Set3_1024_2560.tiff,304,240,13,13,star
Raw_Observation_025_Set3_1024_3072.tiff,404,28,13,13,star
Raw_Observation_025_Set3_1536_0.tiff,446,449,11,11,star
Raw_Observation_025_Set3_1536_512.tiff,452,24,17,17,star
Raw_Observation_025_Set3_1536_512.tiff,145,350,11,11,star
Raw_Observation_025_Set3_1536_1024.tiff,118,19,11,11,star
Raw_Observation_025_Set3_1536_1024.tiff,222,98,21,21,star
Raw_Observation_025_Set3_1536_1536.tiff,414,229,23,23,star
Raw_Observation_025_Set3_1536_2048.tiff,469,310,14,15,star
Raw_Observation_025_Set3_1536_3072.tiff,391,69,15,14,star
Raw_Observation_025_Set3_1536_3072.tiff,136,156,11,12,star
Raw_Observation_025_Set3_1536_4096.tiff,219,365,19,19,star
Raw_Observation_025_Set3_2048_1024.tiff,460,33,14,13,star
Raw_Observation_025_Set3_2048_1536.tiff,185,324,14,15,star
Raw_Observation_025_Set3_2560_1024.tiff,384,64,16,16,star
Raw_Observation_025_Set3_2560_2560.tiff,152,22,14,9,star
Raw_Observation_025_Set3_2560_2560.tiff,51,79,13,12,star
Raw_Observation_025_Set3_2560_4096.tiff,3,70,16,16,star
Raw_Observation_025_Set3_3072_0.tiff,358,194,13,13,star
Raw_Observation_025_Set3_3072_1024.tiff,6,140,13,12,star
Raw_Observation_025_Set3_3072_1024.tiff,160,167,17,17,star
Raw_Observation_025_Set3_3072_1536.tiff,407,56,12,12,star
Raw_Observation_025_Set3_3072_2048.tiff,276,328,15,15,star
Raw_Observation_025_Set3_3584_1024.tiff,422,7,18,19,star
Raw_Observation_025_Set3_3584_1536.tiff,471,111,13,13,star
Raw_Observation_025_Set3_3584_2560.tiff,497,441,12,11,star
Raw_Observation_025_Set3_3584_3072.tiff,357,371,14,14,star
Raw_Observation_026_Set3_512_1024.tiff,443,383,22,21,star
Raw_Observation_026_Set3_1024_1024.tiff,416,339,13,13,star
Raw_Observation_026_Set3_1024_2048.tiff,293,338,17,17,star
Raw_Observation_026_Set3_1024_2048.tiff,221,384,22,22,star
Raw_Observation_026_Set3_1024_2560.tiff,304,240,13,13,star
Raw_Observation_026_Set3_1024_3072.tiff,404,28,13,13,star
Raw_Observation_026_Set3_1536_0.tiff,446,449,11,11,star
Raw_Observation_026_Set3_1536_512.tiff,452,24,17,17,star
Raw_Observation_026_Set3_1536_512.tiff,145,350,11,11,star
Raw_Observation_026_Set3_1536_1024.tiff,118,19,11,11,star
Raw_Observation_026_Set3_1536_1024.tiff,222,98,21,21,star
Raw_Observation_026_Set3_1536_1536.tiff,414,229,23,23,star
Raw_Observation_026_Set3_1536_2048.tiff,469,310,14,15,star
Raw_Observation_026_Set3_1536_3072.tiff,391,69,15,15,star
Raw_Observation_026_Set3_1536_3072.tiff,135,156,12,12,star
